label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,238,252,237,0,0,0,0,0,0,0,0,0,0,0,60,252,253,202,252,122,0,0,0,0,0,0,0,0,0,0,252,252,253,252,189,167,0,0,0,0,0,0,0,0,0,238,252,12,75,21,0,243,50,0,0,0,0,0,0,7,178,240,19,0,0,0,0,252,195,0,0,0,0,0,0,198,253,0,0,0,0,0,0,253,196,0,0,0,0,0,0,246,252,0,0,0,0,0,0,252,148,0,0,0,0,0,0,252,223,0,0,0,0,7,252,71,0,0,0,0,0,0,0,253,225,0,0,0,114,253,0,0,0,0,0,0,0,0,0,252,252,229,252,252,196,0,0,0,0,0,0,0,0,0,0,199,252,253,252,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,253,111,4,0,0,0,0,0,0,0,0,0,16,223,244,251,213,251,31,0,0,0,0,0,0,0,0,0,181,253,251,251,96,251,31,0,0,0,0,0,0,0,0,236,243,233,251,243,96,251,31,0,0,0,0,0,0,96,240,243,42,96,204,4,12,251,31,0,0,0,0,0,0,234,253,0,0,0,0,0,0,253,31,0,0,0,0,0,44,251,251,0,0,0,0,0,12,251,31,0,0,0,0,0,190,251,113,0,0,0,0,0,234,219,23,0,0,0,0,0,191,253,253,0,0,0,12,253,219,0,0,0,0,0,0,0,0,236,251,251,251,253,251,94,0,0,0,0,0,0,0,0,0,27,129,251,251,229,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,255,253,124,0,0,0,0,0,0,0,0,0,0,0,32,241,253,251,251,107,0,0,0,0,0,0,0,0,0,0,37,251,253,251,251,107,0,0,0,0,0,0,0,0,0,73,253,253,130,0,253,108,0,0,0,0,0,0,0,0,0,202,251,225,0,6,251,107,0,0,0,0,0,0,0,0,0,253,251,20,0,217,251,107,0,0,0,0,0,0,0,0,0,255,216,0,0,218,253,0,0,0,0,0,0,0,0,0,109,253,215,0,11,251,96,0,0,0,0,0,0,0,0,0,109,253,35,130,253,251,20,0,0,0,0,0,0,0,0,0,109,253,251,251,253,35,0,0,0,0,0,0,0,0,0,0,93,253,251,251,216,5,0,0,0,0,0,0,0,0,0,0,0,124,225,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,251,174,0,0,0,0,0,0,0,0,0,0,0,0,220,253,251,251,0,0,0,0,0,0,0,0,0,0,0,0,231,253,251,251,77,0,0,0,0,0,0,0,0,0,0,251,251,253,107,251,189,20,0,0,0,0,0,0,0,47,253,251,0,0,37,251,251,35,0,0,0,0,0,0,11,150,255,25,0,0,11,253,211,25,0,0,0,0,0,0,140,251,253,0,0,0,37,251,46,0,0,0,0,0,0,0,115,251,253,20,0,32,129,173,0,0,0,0,0,0,0,0,166,253,255,73,253,255,253,0,0,0,0,0,0,0,0,0,190,251,253,251,251,242,55,0,0,0,0,0,0,0,0,0,21,189,253,251,173,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,254,254,255,41,0,0,0,0,0,0,0,0,0,14,253,254,253,253,253,253,116,0,0,0,0,0,0,0,16,236,253,254,253,246,253,253,116,0,0,0,0,0,0,25,194,253,253,97,169,93,253,253,116,0,0,0,0,0,0,240,253,233,0,0,0,0,186,253,116,0,0,0,0,0,0,253,253,9,0,0,0,0,253,253,116,0,0,0,0,0,119,254,232,0,0,0,0,0,158,254,117,0,0,0,0,0,118,253,154,0,0,0,0,0,156,253,116,0,0,0,0,0,118,253,154,0,0,0,0,116,253,174,0,0,0,0,0,0,118,253,238,49,20,66,215,253,233,0,0,0,0,0,0,0,82,253,253,253,253,254,253,240,0,0,0,0,0,0,0,0,0,239,253,253,253,254,161,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,254,63,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,254,253,253,8,0,0,0,0,0,0,0,0,57,253,253,253,254,253,253,119,0,0,0,0,0,0,0,33,253,253,253,134,0,83,253,253,14,0,0,0,0,0,0,248,253,253,14,0,0,0,0,253,248,0,0,0,0,0,0,253,253,0,0,0,0,0,0,253,253,0,0,0,0,0,0,254,254,0,0,0,0,0,0,135,255,0,0,0,0,0,0,253,253,0,0,0,0,0,0,142,253,0,0,0,0,0,0,253,253,215,0,0,0,0,0,253,253,0,0,0,0,0,0,8,182,253,253,56,0,0,240,253,14,0,0,0,0,0,0,0,7,253,253,245,241,239,253,14,1,0,0,0,0,0,0,0,0,0,37,192,255,253,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,176,253,0,0,0,0,0,0,0,0,0,0,0,0,217,253,251,251,243,5,0,0,0,0,0,0,0,0,0,63,251,253,251,251,253,113,0,0,0,0,0,0,0,0,0,253,253,255,253,253,255,227,42,0,0,0,0,0,0,0,27,251,235,253,251,137,98,251,236,0,0,0,0,0,0,211,251,251,0,72,71,0,73,251,173,0,0,0,0,0,0,253,253,253,0,0,0,0,73,253,253,0,0,0,0,0,236,251,251,251,138,0,0,16,228,246,137,0,0,0,0,0,251,173,20,0,0,0,0,211,253,10,0,0,0,0,0,0,251,205,144,0,0,176,251,188,0,0,0,0,0,0,0,0,236,251,251,217,217,253,230,20,0,0,0,0,0,0,0,0,0,251,251,251,251,72,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,255,255,226,86,0,0,0,0,0,0,0,0,0,29,226,198,0,0,0,255,226,0,0,0,0,0,0,0,0,255,255,0,0,0,0,170,255,141,0,0,0,0,0,0,57,170,0,0,0,0,0,0,0,114,255,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,29,226,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,226,255,0,0,0,0,0,0,0,29,114,0,0,0,0,0,0,0,255,170,0,0,0,86,255,226,0,0,0,0,0,0,0,0,86,255,255,255,255,255,141,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,252,252,214,20,0,0,0,0,0,0,0,0,0,0,62,250,250,250,252,250,0,0,0,0,0,0,0,0,0,0,221,250,250,250,252,128,0,0,0,0,0,0,0,0,0,0,190,250,250,250,171,250,82,0,0,0,0,0,0,0,0,0,250,250,29,0,252,250,0,0,0,0,0,0,0,0,0,82,250,169,0,0,132,250,121,0,0,0,0,0,0,0,92,231,250,20,0,0,252,250,0,0,0,0,0,0,0,0,31,213,232,0,0,0,92,252,163,0,0,0,0,0,0,0,60,221,210,0,0,0,252,250,0,0,0,0,0,0,0,0,123,243,252,252,252,252,254,100,0,0,0,0,0,0,0,0,0,121,250,250,250,250,252,100,0,0,0,0,0,0,0,0,0,0,20,250,250,128,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,91,255,91,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,253,106,0,0,0,0,0,0,0,0,0,0,21,253,253,253,253,24,0,0,0,0,0,0,0,0,0,0,238,253,253,253,253,0,0,0,0,0,0,0,0,0,0,156,253,182,15,86,253,28,0,0,0,0,0,0,0,0,121,253,3,0,0,0,253,106,0,0,0,0,0,0,0,28,212,248,0,0,0,0,253,106,0,0,0,0,0,0,0,202,253,0,0,0,0,0,253,27,0,0,0,0,0,0,0,253,253,0,0,0,0,227,231,0,0,0,0,0,0,0,0,204,253,222,58,170,253,227,0,0,0,0,0,0,0,0,0,197,253,253,253,253,253,58,0,0,0,0,0,0,0,0,0,0,0,179,151,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
